<<<<<<< HEAD
1,South of the Border,Pop,No.6 Collaborations Project,Ed Sheeran,Ed Sheeran#Cardi.B#Camilla Cabello
2,I Dont'Care,Pop,No.6 Collaborations Project,Ed Sheeran,Ed Sheeran#Justin Bieber
3,Remember The Name,Pop,No.6 Collaborations Project,Ed Sheeran,Ed Sheeran#Eminem#50Cent
4,Way To Break My Heart,Pop,No.6 Collaborations Project,Ed Sheeran,Ed Sheeran#Skrillex
5,Cross Me,Pop,No.6 Collaborations Project,Ed Sheeran,Ed Sheeran#Chance The Rapper#PnB Rock
6,Give Life Back To Music,Electronic Dance Music,Random Access Memories,Daft Punk,Daft Punk#Nile Rodgers
7,Instant Crush,Electronic Dance Music,Random Access Memories,Daft Punk,Daft Punk#Julian Casablancas
8,Get Lucky,Electronic Dance Music,Random Access Memories,Daft Punk,Daft Punk#Nile Rodgers#Pharrell Williams
9,Lose Yourself To Dance,Electronic Dance Music,Random Access Memories,Daft Punk,Daft Punk#Nile Rodgers#Pharrell William
10,Giorgio by Moroder,Electronic Dance Music,Random Access Memories,Daft Punk,Daft Punk#Giorgio Moroder
11,Something In the Way,Rock,Nevermind,Nirvana,Nirvana
12,Lithium,Rock,Nevermind,Nirvana,Nirvana
13,Come as You Are,Rock,Nevermind,Nirvana,Nirvana
14,Stay Away,Rock,Nevermind,Nirvana,Nirvana
15,Lounge Act,Rock,Nevermind,Nirvana,Nirvana
16,BLOOD.,Hip-Hop,DAMN.,Kendrick Lamar,Kendrick Lamar
17,GOD.,Hip-Hop,DAMN.,Kendrick Lamar,Kendrick Lamar
18,PRIDE.,Hip-Hop,DAMN.,Kendrick Lamar,Kendrick Lamar
19,YAH.,Hip-Hop,DAMN.,Kendrick Lamar,Kendrick Lamar
20,DUCKWORTH.,Hip-Hop,DAMN.,Kendrick Lamar,Kendrick Lamar
21,Flamenco Sketches,Jazz,Kind of Blue,Miles Davis,Miles Davis
22,So What,Jazz,Kind of Blue,Miles Davis,Miles Davis
23,Freddie Freeloader,Jazz,Kind of Blue,Miles Davis,Miles Davis
24,Blue in Green,Jazz,Kind of Blue,Miles Davis,Miles Davis
25,All Blues,Jazz,Kind of Blue,Miles Davis,Miles Davis
26,The Show Must Go on,Rock,Innuendo,Queen,Queen
27,Somebody To Love,Rock,A Day at the Races,Queen,Queen
28,Killer Queen,Rock,Sheer Heart Attack,Queen,Queen
29,Another One Bites the Dust,Rock,The Game,Queen,Queen
30,Bohemian Rhapsody,Rock,A Night at the Opera,Queen,Queen
=======
South of the Border,Pop,No.6 Collaborations Project,Ed Sheeran,Ed Sheeran#Cardi.B#Camilla Cabello
I Dont'Care,Pop,No.6 Collaborations Project,Ed Sheeran,Ed Sheeran#Justin Bieber
Remember The Name,Pop,No.6 Collaborations Project,Ed Sheeran,Ed Sheeran#Eminem#50Cent
Way To Break My Heart,Pop,No.6 Collaborations Project,Ed Sheeran,Ed Sheeran#Skrillex
Cross Me,Pop,No.6 Collaborations Project,Ed Sheeran,Ed Sheeran#Chance The Rapper#PnB Rock
Give Life Back To Music,Electronic Dance Music,Random Access Memories,Daft Punk,Daft Punk#Nile Rodgers
Instant Crush,Electronic Dance Music,Random Access Memories,Daft Punk,Daft Punk#Julian Casablancas
Get Lucky,Electronic Dance Music,Random Access Memories,Daft Punk,Daft Punk#Nile Rodgers#Pharrell Williams
Lose Yourself To Dance,Electronic Dance Music,Random Access Memories,Daft Punk,Daft Punk#Nile Rodgers#Pharrell William
Giorgio by Moroder,Electronic Dance Music,Random Access Memories,Daft Punk,Daft Punk#Giorgio Moroder
Something In the Way,Rock,Nevermind,Nirvana,Nirvana
Lithium,Rock,Nevermind,Nirvana,Nirvana
Come as You Are,Rock,Nevermind,Nirvana,Nirvana
Stay Away,Rock,Nevermind,Nirvana,Nirvana
Lounge Act,Rock,Nevermind,Nirvana,Nirvana
BLOOD.,Hip-Hop,DAMN.,Kendrick Lamar,Kendrick Lamar
GOD.,Hip-Hop,DAMN.,Kendrick Lamar,Kendrick Lamar
PRIDE.,Hip-Hop,DAMN.,Kendrick Lamar,Kendrick Lamar
YAH.,Hip-Hop,DAMN.,Kendrick Lamar,Kendrick Lamar
DUCKWORTH.,Hip-Hop,DAMN.,Kendrick Lamar,Kendrick Lamar
Flamenco Sketches,Jazz,Kind of Blue,Miles Davis,Miles Davis
So What,Jazz,Kind of Blue,Miles Davis,Miles Davis
Freddie Freeloader,Jazz,Kind of Blue,Miles Davis,Miles Davis
Blue in Green,Jazz,Kind of Blue,Miles Davis,Miles Davis
All Blues,Jazz,Kind of Blue,Miles Davis,Miles Davis
The Show Must Go on,Rock,Innuendo,Queen,Queen
Somebody To Love,Rock,A Day at the Races,Queen,Queen
Killer Queen,Rock,Sheer Heart Attack,Queen,Queen
Another One Bites the Dust,Rock,The Game,Queen,Queen
Bohemian Rhapsody,Rock,A Night at the Opera,Queen,Queen
>>>>>>> ecd7888c0ee57b8f868c6a89c3e3d4591980036a
